"id","method","quantity","js","r","abs_diff","rel_diff","tol","kind","pass"
"ols_MULTI_gender","pooled_ols","b_escs",37.0211466069613,37.021146631703,2.47417091259194e-08,6.68312879988755e-10,1e-04,"rel",TRUE
"ols_MULTI_gender","pooled_ols","se_escs",0.432914703886473,0.432914703933235,4.6761983174548e-11,1.08016620248038e-10,1e-04,"rel",TRUE
"ols_MULTI_gender","pooled_ols","r2",0.209458076962791,0.209458076962791,4.9960036108132e-16,2.38520456372791e-15,1e-04,"rel",TRUE
"ols_MULTI_gender","pooled_ols","nobs",28081,28081,0,0,0,"abs",TRUE
"fe_student","fixed_effects","b_escs",31.6573926279997,31.657392634179,6.179320166666e-09,1.95193591527638e-10,1e-04,"rel",TRUE
"fe_student","fixed_effects","se_escs",0.469470066564406,0.469470066732954,1.68548286438863e-10,3.59018174708756e-10,1e-04,"rel",TRUE
"fe_student","fixed_effects","r2",0.254740854046566,0.254740854046565,1.11022302462516e-15,4.35824488686928e-15,0.001,"rel",TRUE
"fe_none","fixed_effects","b_escs",31.4048674885865,31.404867495773,7.18645765118708e-09,2.2883260539642e-10,1e-04,"rel",TRUE
"fe_none","fixed_effects","se_escs",0.508335157062249,0.508335157238954,1.76705539089994e-10,3.47616206696736e-10,1e-04,"rel",TRUE
"fe_none","fixed_effects","r2",0.278518192002214,0.278518192002218,4.2188474935756e-15,1.51474755140662e-14,0.001,"rel",TRUE
"re_none","random_effects","b_escs",31.4256366295706,31.425666228228,2.95986574023743e-05,9.41862526872617e-07,0.005,"rel",TRUE
"re_none","random_effects","se_escs",0.50822735681526,0.508227254824803,1.01990456302659e-07,2.00678840684797e-07,0.05,"rel",TRUE
"hausman_none","hausman","chi2",3.93625497015073,3.94374229365945,0.00748732350872316,0.00189853265025986,0.01,"rel",TRUE
"bp_single","breusch_pagan","statistic",24.707900331675,24.7079003245995,7.07542113786985e-09,2.8636270362583e-10,0.01,"rel",TRUE
"bp_single","breusch_pagan","df",2,2,0,0,0,"abs",TRUE
"vif_single","vif","escs",1.00004019176351,1.00004019176351,2.22044604925031e-15,2.22035680919453e-15,0.001,"rel",TRUE
"vif_single","vif","Female",1.00004019176355,1.00004019176351,3.41948691584548e-14,3.41934948615957e-14,0.001,"rel",TRUE
"cooks_single","cooks_distance","sum",1.02668221756217,1.02668221753679,2.53845833242394e-11,2.47248689912464e-11,0.01,"rel",TRUE
"cooks_single","cooks_distance","max",0.00873516472583758,0.00873516473349156,7.65397814572744e-12,8.76225964735532e-10,0.01,"rel",TRUE
